seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	64303032	64303173	142	*	Exon (ENSMUST00000190863.1/ENSMUST00000190863.1, exon 1 of 2)	1	64079103	64122282	43180	2	93691	ENSMUST00000135075.1	-180750	ENSMUSG00000025959	Klf7	Kruppel-like factor 7 (ubiquitous)	SMRT Uns
chr1	64308601	64308742	142	*	Distal Intergenic	1	64079103	64122282	43180	2	93691	ENSMUST00000135075.1	-186319	ENSMUSG00000025959	Klf7	Kruppel-like factor 7 (ubiquitous)	SMRT Uns
chr1	64617175	64617316	142	*	Promoter	1	64606473	64617242	10770	2	67099	ENSMUST00000114079.8	0	ENSMUSG00000025956	Mettl21a	methyltransferase like 21A	SMRT Uns
chr1	66279341	66279482	142	*	Intron (ENSMUST00000156636.8/17756, intron 2 of 4)	1	66251662	66442581	190920	1	17756	ENSMUST00000024639.11	27679	ENSMUSG00000015222	Map2	microtubule-associated protein 2	SMRT Uns
chr1	66279771	66279912	142	*	Intron (ENSMUST00000156636.8/17756, intron 2 of 4)	1	66251662	66442581	190920	1	17756	ENSMUST00000024639.11	28109	ENSMUSG00000015222	Map2	microtubule-associated protein 2	SMRT Uns
chr1	93071538	93071679	142	*	Intron (ENSMUST00000171796.7/16560, intron 10 of 47)	1	93066132	93068758	2627	2	16560	ENSMUST00000190249.1	-2780	ENSMUSG00000014602	Kif1a	kinesin family member 1A	SMRT Uns
chr1	128608282	128608423	142	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-15989	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	SMRT Uns
chr1	128617700	128617841	142	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-25407	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	SMRT Uns
chr1	128832628	128832769	142	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-240335	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	SMRT Uns
chr1	153386834	153386975	142	*	Distal Intergenic	1	153404827	153407790	2964	2	626058	ENSMUST00000186785.6	20815	NA	E330020D12Rik	Riken cDNA E330020D12 gene	SMRT Uns
chr1	153414418	153414559	142	*	Promoter	1	153406247	153414233	7987	2	626058	ENSMUST00000188717.1	-185	NA	E330020D12Rik	Riken cDNA E330020D12 gene	SMRT Uns
chr1	154786330	154786471	142	*	Intron (ENSMUST00000211821.1/12290, intron 1 of 46)	1	154481075	154816941	335867	2	12290	ENSMUST00000188965.6	30470	ENSMUSG00000004110	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	SMRT Uns
chr1	154794565	154794706	142	*	Intron (ENSMUST00000211821.1/12290, intron 1 of 46)	1	154481075	154816941	335867	2	12290	ENSMUST00000188965.6	22235	ENSMUSG00000004110	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	SMRT Uns
chr1	154854627	154854768	142	*	Intron (ENSMUST00000211821.1/12290, intron 1 of 46)	1	154398393	154864067	465675	2	12290	ENSMUST00000211821.1	9299	ENSMUSG00000004110	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	SMRT Uns
chr1	156803362	156803503	142	*	Downstream (<1kb)	1	156808830	156813568	4739	2	78255	ENSMUST00000189208.1	10065	ENSMUSG00000026594	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2	SMRT Uns
chr1	160441339	160441480	142	*	Promoter	1	160256933	160441867	184935	2	29809	ENSMUST00000191651.5	387	ENSMUSG00000026721	Rabgap1l	RAB GTPase activating protein 1-like	SMRT Uns
chr1	160791448	160791589	142	*	Intron (ENSMUST00000028049.12/29809, intron 1 of 20)	1	160672451	160792938	120488	2	29809	ENSMUST00000195442.5	1349	ENSMUSG00000026721	Rabgap1l	RAB GTPase activating protein 1-like	SMRT Uns
chr1	165579412	165579553	142	*	Distal Intergenic	1	165604230	165605753	1524	2	68481	ENSMUST00000192716.1	26200	ENSMUSG00000026566	Mpzl1	myelin protein zero-like 1	SMRT Uns
chr1	165640737	165640878	142	*	Distal Intergenic	1	165593654	165634538	40885	2	68481	ENSMUST00000193023.1	-6199	ENSMUSG00000026566	Mpzl1	myelin protein zero-like 1	SMRT Uns
chr1	165642359	165642500	142	*	Distal Intergenic	1	165593654	165634538	40885	2	68481	ENSMUST00000193023.1	-7821	ENSMUSG00000026566	Mpzl1	myelin protein zero-like 1	SMRT Uns
chr1	169982277	169982418	142	*	Intron (ENSMUST00000194690.5/18214, intron 16 of 17)	1	169969452	169972370	2919	1	67303	ENSMUST00000193930.1	12825	ENSMUSG00000097503	3110045C21Rik	RIKEN cDNA 3110045C21 gene	SMRT Uns
chr1	170932141	170932282	142	*	Distal Intergenic	1	170917881	170927583	9703	2	98752	ENSMUST00000159171.1	-4558	ENSMUSG00000038421	Fcrla	Fc receptor-like A	SMRT Uns
chr1	171677288	171677429	142	*	Exon (ENSMUST00000194468.1/ENSMUST00000194468.1, exon 2 of 2)	1	171682009	171705258	23250	1	12506	ENSMUST00000015499.13	-4580	ENSMUSG00000015355	Cd48	CD48 antigen	SMRT Uns
chr1	171681112	171681253	142	*	Promoter	1	171682009	171705258	23250	1	12506	ENSMUST00000015499.13	-756	ENSMUSG00000015355	Cd48	CD48 antigen	SMRT Uns
chr1	172456100	172456241	142	*	Distal Intergenic	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-19117	ENSMUSG00000026548	Slamf9	SLAM family member 9	SMRT Uns
chr1	172459276	172459417	142	*	Intron (ENSMUST00000192784.1/ENSMUST00000192784.1, intron 1 of 3)	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-15941	ENSMUSG00000026548	Slamf9	SLAM family member 9	SMRT Uns
chr1	172473038	172473179	142	*	Intron (ENSMUST00000192784.1/ENSMUST00000192784.1, intron 3 of 3)	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-2179	ENSMUSG00000026548	Slamf9	SLAM family member 9	SMRT Uns
chr1	175525778	175525919	142	*	Distal Intergenic	1	175059087	175492500	433414	2	24012	ENSMUST00000194555.5	-33278	ENSMUSG00000026527	Rgs7	regulator of G protein signaling 7	SMRT Uns
chr1	177188882	177189023	142	*	Intron (ENSMUST00000019843.14/23797, intron 1 of 12)	1	177022115	177248767	226653	2	23797	ENSMUST00000111160.8	59744	ENSMUSG00000019699	Akt3	thymoma viral proto-oncogene 3	SMRT Uns
chr1	177260934	177261075	142	*	Distal Intergenic	1	177022116	177258203	236088	2	23797	ENSMUST00000111159.1	-2731	ENSMUSG00000019699	Akt3	thymoma viral proto-oncogene 3	SMRT Uns
chr1	177282090	177282231	142	*	Distal Intergenic	1	177022116	177258203	236088	2	23797	ENSMUST00000111159.1	-23887	ENSMUSG00000019699	Akt3	thymoma viral proto-oncogene 3	SMRT Uns
chr1	177347164	177347305	142	*	Distal Intergenic	1	177022116	177258203	236088	2	23797	ENSMUST00000111159.1	-88961	ENSMUSG00000019699	Akt3	thymoma viral proto-oncogene 3	SMRT Uns
chr1	177471137	177471278	142	*	Intron (ENSMUST00000193447.1/ENSMUST00000193447.1, intron 1 of 1)	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	25316	ENSMUSG00000063659	Zbtb18	zinc finger and BTB domain containing 18	SMRT Uns
chr1	177483669	177483810	142	*	Distal Intergenic	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	37848	ENSMUSG00000063659	Zbtb18	zinc finger and BTB domain containing 18	SMRT Uns
chr1	177489833	177489974	142	*	Distal Intergenic	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	44012	ENSMUSG00000063659	Zbtb18	zinc finger and BTB domain containing 18	SMRT Uns
chr1	177491319	177491460	142	*	Distal Intergenic	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	45498	ENSMUSG00000063659	Zbtb18	zinc finger and BTB domain containing 18	SMRT Uns
chr1	177521237	177521378	142	*	Distal Intergenic	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	75416	ENSMUSG00000063659	Zbtb18	zinc finger and BTB domain containing 18	SMRT Uns
chr1	181888914	181889055	142	*	Distal Intergenic	1	181905478	181906838	1361	2	13800	ENSMUST00000191649.1	17783	ENSMUSG00000022995	Enah	ENAH actin regulator	SMRT Uns
chr1	181950861	181951002	142	*	Exon (ENSMUST00000194331.1/ENSMUST00000194331.1, exon 1 of 1)	1	181923199	181956512	33314	2	13800	ENSMUST00000195840.1	5510	ENSMUSG00000022995	Enah	ENAH actin regulator	SMRT Uns
chr10	7041145	7041286	142	*	Intron (ENSMUST00000086896.9/320495, intron 1 of 8)	10	6911543	7052478	140936	2	320495	ENSMUST00000086896.9	11192	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	SMRT Uns
chr10	7063108	7063249	142	*	Distal Intergenic	10	6911543	7052478	140936	2	320495	ENSMUST00000086896.9	-10630	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	SMRT Uns
chr10	10321267	10321408	142	*	Distal Intergenic	10	10335709	10411744	76036	2	215772	ENSMUST00000148816.7	90336	ENSMUSG00000050994	Adgb	androglobin	SMRT Uns
chr10	10460258	10460399	142	*	Intron (ENSMUST00000179956.7/215772, intron 1 of 36)	10	10335703	10472314	136612	2	215772	ENSMUST00000179956.7	11915	ENSMUSG00000050994	Adgb	androglobin	SMRT Uns
chr10	10474331	10474472	142	*	Distal Intergenic	10	10400560	10472326	71767	2	215772	ENSMUST00000132573.1	-2005	ENSMUSG00000050994	Adgb	androglobin	SMRT Uns
chr10	10476608	10476749	142	*	Distal Intergenic	10	10400560	10472326	71767	2	215772	ENSMUST00000132573.1	-4282	ENSMUSG00000050994	Adgb	androglobin	SMRT Uns
chr10	13103923	13104064	142	*	Intron (ENSMUST00000193426.5/22634, intron 3 of 7)	10	13113465	13127341	13877	1	22634	ENSMUST00000130313.1	-9401	ENSMUSG00000019817	Plagl1	pleiomorphic adenoma gene-like 1	SMRT Uns
chr10	14474984	14475125	142	*	Intron (ENSMUST00000041168.5/215798, intron 2 of 24)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	69870	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	SMRT Uns
chr10	20662477	20662618	142	*	Intron (ENSMUST00000020165.13/29863, intron 1 of 12)	10	20400418	20724696	324279	2	29863	ENSMUST00000170265.7	62078	ENSMUSG00000019990	Pde7b	phosphodiesterase 7B	SMRT Uns
chr10	20666786	20666927	142	*	Intron (ENSMUST00000020165.13/29863, intron 1 of 12)	10	20400418	20724696	324279	2	29863	ENSMUST00000170265.7	57769	ENSMUSG00000019990	Pde7b	phosphodiesterase 7B	SMRT Uns
chr10	20725015	20725156	142	*	Promoter	10	20398004	20725078	327075	2	29863	ENSMUST00000020165.13	0	ENSMUSG00000019990	Pde7b	phosphodiesterase 7B	SMRT Uns
chr10	20835374	20835515	142	*	Distal Intergenic	10	20398004	20725078	327075	2	29863	ENSMUST00000020165.13	-110296	ENSMUSG00000019990	Pde7b	phosphodiesterase 7B	SMRT Uns
chr10	20952292	20952433	142	*	Promoter	10	20952547	21080429	127883	1	52906	ENSMUST00000105525.11	-114	ENSMUSG00000019986	Ahi1	Abelson helper integration site 1	SMRT Uns
chr10	20966203	20966344	142	*	Intron (ENSMUST00000105525.11/52906, intron 6 of 23)	10	20959684	21080429	120746	1	52906	ENSMUST00000213104.1	6519	ENSMUSG00000019986	Ahi1	Abelson helper integration site 1	SMRT Uns
chr10	21827107	21827248	142	*	Distal Intergenic	10	21882184	21999893	117710	1	20393	ENSMUST00000120509.7	-54936	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21851914	21852055	142	*	Distal Intergenic	10	21882184	21999893	117710	1	20393	ENSMUST00000120509.7	-30129	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21889500	21889641	142	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21882369	21899145	16777	1	20393	ENSMUST00000143094.1	7131	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21890454	21890595	142	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21882369	21899145	16777	1	20393	ENSMUST00000143094.1	8085	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21907063	21907204	142	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-21266	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21908233	21908374	142	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-20096	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21908774	21908915	142	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-19555	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21945290	21945431	142	*	Intron (ENSMUST00000120509.7/20393, intron 2 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	16820	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	21992475	21992616	142	*	Promoter	10	21992223	21999898	7676	1	20393	ENSMUST00000100036.9	252	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	SMRT Uns
chr10	30676525	30676666	142	*	Intron (ENSMUST00000215740.1/211329, intron 9 of 14)	10	30646312	30655867	9556	2	211329	ENSMUST00000216172.1	-20658	ENSMUSG00000039697	Ncoa7	nuclear receptor coactivator 7	SMRT Uns
chr10	31557570	31557711	142	*	Intron (ENSMUST00000081989.7/268291, intron 1 of 5)	10	31493193	31609184	115992	2	268291	ENSMUST00000081989.7	51473	ENSMUSG00000063760	Rnf217	ring finger protein 217	SMRT Uns
chr10	40053358	40053499	142	*	Intron (ENSMUST00000092566.7/72472, intron 4 of 5)	10	40037299	40076605	39307	2	72472	ENSMUST00000213827.1	23106	ENSMUSG00000019838	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	SMRT Uns
chr10	53888788	53888929	142	*	Distal Intergenic	10	53918719	53977115	58397	2	17155	ENSMUST00000219234.1	88186	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	SMRT Uns
chr10	54119264	54119405	142	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-42655	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	SMRT Uns
chr10	54132767	54132908	142	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-56158	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	SMRT Uns
chr10	55361128	55361269	142	*	Distal Intergenic	10	56106917	56116880	9964	1	73390	ENSMUST00000063138.7	-745648	ENSMUSG00000047669	Msl3l2	MSL3 like 2	SMRT Uns
chr10	55377231	55377372	142	*	Distal Intergenic	10	56106917	56116880	9964	1	73390	ENSMUST00000063138.7	-729545	ENSMUSG00000047669	Msl3l2	MSL3 like 2	SMRT Uns
chr10	58382041	58382182	142	*	Intron (ENSMUST00000020078.13/110829, intron 1 of 9)	10	58394373	58421783	27411	1	110829	ENSMUST00000020077.10	-12191	ENSMUSG00000019920	Lims1	LIM and senescent cell antigen-like domains 1	SMRT Uns
chr10	58383295	58383436	142	*	Intron (ENSMUST00000020078.13/110829, intron 1 of 9)	10	58394373	58421783	27411	1	110829	ENSMUST00000020077.10	-10937	ENSMUSG00000019920	Lims1	LIM and senescent cell antigen-like domains 1	SMRT Uns
chr10	58405933	58406074	142	*	Intron (ENSMUST00000020078.13/110829, intron 2 of 9)	10	58408057	58410336	2280	1	110829	ENSMUST00000124312.1	-1983	ENSMUSG00000019920	Lims1	LIM and senescent cell antigen-like domains 1	SMRT Uns
chr10	60168434	60168575	142	*	Distal Intergenic	10	60181534	60188707	7174	2	53374	ENSMUST00000068690.6	20132	ENSMUSG00000057337	Chst3	carbohydrate sulfotransferase 3	SMRT Uns
chr10	60171488	60171629	142	*	Distal Intergenic	10	60181534	60188707	7174	2	53374	ENSMUST00000068690.6	17078	ENSMUSG00000057337	Chst3	carbohydrate sulfotransferase 3	SMRT Uns
chr10	60194411	60194552	142	*	Promoter	10	60185605	60194239	8635	2	53374	ENSMUST00000167915.1	-172	ENSMUSG00000057337	Chst3	carbohydrate sulfotransferase 3	SMRT Uns
chr10	60245182	60245323	142	*	Distal Intergenic	10	60181532	60219260	37729	2	53374	ENSMUST00000135158.8	-25922	ENSMUSG00000057337	Chst3	carbohydrate sulfotransferase 3	SMRT Uns
chr10	62183221	62183362	142	*	Downstream (2-3kb)	10	62187709	62188905	1197	2	70423	ENSMUST00000218394.1	5543	ENSMUSG00000037031	Tspan15	tetraspanin 15	SMRT Uns
chr10	62287788	62287929	142	*	Intron (ENSMUST00000099691.10/15275, intron 9 of 17)	10	62284609	62290329	5721	2	15275	ENSMUST00000161160.1	2400	ENSMUSG00000037012	Hk1	hexokinase 1	SMRT Uns
chr10	62340359	62340500	142	*	Promoter	10	62268855	62340542	71688	2	15275	ENSMUST00000099691.10	42	ENSMUSG00000037012	Hk1	hexokinase 1	SMRT Uns
chr10	67411923	67412064	142	*	Intron (ENSMUST00000220398.1/ENSMUST00000220398.1, intron 3 of 4)	10	67535475	67540246	4772	1	13654	ENSMUST00000145754.7	-123411	ENSMUSG00000037868	Egr2	early growth response 2	SMRT Uns
chr10	68249542	68249683	142	*	Intron (ENSMUST00000219238.1/71371, intron 2 of 9)	10	68096016	68278721	182706	2	71371	ENSMUST00000020106.8	29038	ENSMUSG00000019947	Arid5b	AT rich interactive domain 5B (MRF1-like)	SMRT Uns
chr10	77970626	77970767	142	*	Promoter	10	77967045	77970563	3519	2	28240	ENSMUST00000154996.1	-63	ENSMUSG00000009292	Trpm2	transient receptor potential cation channel, subfamily M, member 2	SMRT Uns
chr10	94828574	94828715	142	*	Promoter	10	94827222	94829546	2325	2	54712	ENSMUST00000218839.1	831	ENSMUSG00000074785	Plxnc1	plexin C1	SMRT Uns
chr10	94923388	94923529	142	*	Promoter	10	94870830	94922657	51828	2	54712	ENSMUST00000180573.1	-731	ENSMUSG00000074785	Plxnc1	plexin C1	SMRT Uns
chr10	116019222	116019363	142	*	Promoter	10	116018287	116114959	96673	1	19279	ENSMUST00000142617.1	935	ENSMUSG00000020151	Ptprr	protein tyrosine phosphatase, receptor type, R	SMRT Uns
chr10	116178981	116179122	142	*	Intron (ENSMUST00000063470.10/19279, intron 5 of 13)	10	116177411	116274345	96935	1	19279	ENSMUST00000128399.1	1570	ENSMUSG00000020151	Ptprr	protein tyrosine phosphatase, receptor type, R	SMRT Uns
chr10	116191857	116191998	142	*	Intron (ENSMUST00000063470.10/19279, intron 6 of 13)	10	116196396	116237261	40866	1	19279	ENSMUST00000124369.1	-4398	ENSMUSG00000020151	Ptprr	protein tyrosine phosphatase, receptor type, R	SMRT Uns
chr10	117301094	117301235	142	*	Distal Intergenic	10	117287797	117292868	5072	2	17110	ENSMUST00000092162.6	-8226	ENSMUSG00000069515	Lyz1	lysozyme 1	SMRT Uns
chr10	117323838	117323979	142	*	Distal Intergenic	10	117287797	117292868	5072	2	17110	ENSMUST00000092162.6	-30970	ENSMUSG00000069515	Lyz1	lysozyme 1	SMRT Uns
chr10	127618277	127618418	142	*	Intron (ENSMUST00000049149.14/16971, intron 1 of 88)	10	127599884	127620922	21039	2	16971	ENSMUST00000118455.1	2504	ENSMUSG00000040249	Lrp1	low density lipoprotein receptor-related protein 1	SMRT Uns
chr10	130318885	130319026	142	*	Distal Intergenic	10	130322877	130364111	41235	1	67596	ENSMUST00000217702.1	-3851	ENSMUSG00000034833	Tespa1	thymocyte expressed, positive selection associated 1	SMRT Uns
chr10	130320820	130320961	142	*	Distal Intergenic	10	130322877	130364111	41235	1	67596	ENSMUST00000217702.1	-1916	ENSMUSG00000034833	Tespa1	thymocyte expressed, positive selection associated 1	SMRT Uns
chr11	4258757	4258898	142	*	Intron (ENSMUST00000066283.11/16878, intron 1 of 3)	11	4257557	4272514	14958	1	16878	ENSMUST00000066283.11	1200	ENSMUSG00000034394	Lif	leukemia inhibitory factor	SMRT Uns
chr11	4268611	4268752	142	*	Intron (ENSMUST00000066283.11/16878, intron 3 of 3)	11	4267095	4272514	5420	1	16878	ENSMUST00000040750.3	1516	ENSMUSG00000034394	Lif	leukemia inhibitory factor	SMRT Uns
chr11	9181654	9181795	142	*	Distal Intergenic	11	9191942	9224540	32599	1	268379	ENSMUST00000141233.1	-10147	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A (ABC1), member 13	SMRT Uns
chr11	9248535	9248676	142	*	Intron (ENSMUST00000042740.12/268379, intron 3 of 61)	11	9193451	9256178	62728	1	268379	ENSMUST00000151522.1	55084	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A (ABC1), member 13	SMRT Uns
chr11	9531772	9531913	142	*	Intron (ENSMUST00000042740.12/268379, intron 45 of 61)	11	9193451	9256178	62728	1	268379	ENSMUST00000151522.1	338321	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A (ABC1), member 13	SMRT Uns
chr11	9816555	9816696	142	*	Distal Intergenic	11	9193451	9256178	62728	1	268379	ENSMUST00000151522.1	623104	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A (ABC1), member 13	SMRT Uns
chr11	16854573	16854714	142	*	Intron (ENSMUST00000102884.9/13649, intron 1 of 15)	11	16878150	16884357	6208	1	13649	ENSMUST00000125984.1	-23436	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	SMRT Uns
chr11	16907545	16907686	142	*	Intron (ENSMUST00000020329.12/13649, intron 23 of 27)	11	16905185	16910809	5625	1	13649	ENSMUST00000138518.1	2360	ENSMUSG00000020122	Egfr	epidermal growth factor receptor	SMRT Uns
chr11	20333298	20333439	142	*	Promoter	11	20302180	20332713	30534	2	55963	ENSMUST00000109594.7	-585	ENSMUSG00000020142	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	SMRT Uns
