seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	43466051	43466216	166	*	Intron (ENSMUST00000187435.6/17974, intron 1 of 2)	1	43445751	43570515	124765	1	17974	ENSMUST00000086421.8	20300	ENSMUSG00000066877	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	NCoR1 CpG 6hr
chr1	43471321	43471486	166	*	Intron (ENSMUST00000187435.6/17974, intron 1 of 2)	1	43445751	43570515	124765	1	17974	ENSMUST00000086421.8	25570	ENSMUSG00000066877	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	NCoR1 CpG 6hr
chr1	43549916	43550081	166	*	Intron (ENSMUST00000086421.8/17974, intron 3 of 4)	1	43533569	43569342	35774	1	17974	ENSMUST00000114744.2	16347	ENSMUSG00000066877	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	NCoR1 CpG 6hr
chr1	52355106	52355271	166	*	Distal Intergenic	1	52459241	52467057	7817	2	17936	ENSMUST00000167732.1	111786	ENSMUSG00000002881	Nab1	Ngfi-A binding protein 1	NCoR1 CpG 6hr
chr1	52800475	52800640	166	*	Promoter	1	52797066	52800371	3306	2	16329	ENSMUST00000159725.1	-104	ENSMUSG00000026102	Inpp1	inositol polyphosphate-1-phosphatase	NCoR1 CpG 6hr
chr1	60903195	60903360	166	*	Intron (ENSMUST00000124816.1/12477, intron 3 of 3)	1	60909025	60915832	6808	1	12477	ENSMUST00000027164.8	-5665	ENSMUSG00000026011	Ctla4	cytotoxic T-lymphocyte-associated protein 4	NCoR1 CpG 6hr
chr1	60913095	60913260	166	*	Exon (ENSMUST00000027164.8/12477, exon 3 of 4)	1	60909171	60914769	5599	1	12477	ENSMUST00000097720.3	3924	ENSMUSG00000026011	Ctla4	cytotoxic T-lymphocyte-associated protein 4	NCoR1 CpG 6hr
chr1	60916230	60916395	166	*	Distal Intergenic	1	60909171	60914769	5599	1	12477	ENSMUST00000097720.3	7059	ENSMUSG00000026011	Ctla4	cytotoxic T-lymphocyte-associated protein 4	NCoR1 CpG 6hr
chr1	60937121	60937286	166	*	Distal Intergenic	1	60909171	60914769	5599	1	12477	ENSMUST00000097720.3	27950	ENSMUSG00000026011	Ctla4	cytotoxic T-lymphocyte-associated protein 4	NCoR1 CpG 6hr
chr1	60937437	60937602	166	*	Distal Intergenic	1	60909171	60914769	5599	1	12477	ENSMUST00000097720.3	28266	ENSMUSG00000026011	Ctla4	cytotoxic T-lymphocyte-associated protein 4	NCoR1 CpG 6hr
chr1	62689210	62689375	166	*	Distal Intergenic	1	62703285	62739932	36648	1	18187	ENSMUST00000126344.1	-13910	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62703847	62704012	166	*	Promoter	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	145	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62720292	62720457	166	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	16590	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62721449	62721614	166	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	17747	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62722353	62722518	166	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	18651	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62736579	62736744	166	*	Intron (ENSMUST00000126344.1/18187, intron 2 of 2)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	32877	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62750534	62750699	166	*	Intron (ENSMUST00000075144.11/18187, intron 7 of 15)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	46832	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	62751144	62751309	166	*	Intron (ENSMUST00000075144.11/18187, intron 7 of 15)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	47442	ENSMUSG00000025969	Nrp2	neuropilin 2	NCoR1 CpG 6hr
chr1	74712970	74713135	166	*	Promoter	1	74713574	74737892	24319	1	104086	ENSMUST00000027356.6	-439	ENSMUSG00000026170	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1	NCoR1 CpG 6hr
chr1	79752469	79752634	166	*	Intron (ENSMUST00000113512.7/69368, intron 1 of 11)	1	79733620	79761721	28102	2	69368	ENSMUST00000186464.1	9087	ENSMUSG00000073643	Wdfy1	WD repeat and FYVE domain containing 1	NCoR1 CpG 6hr
chr1	79762896	79763061	166	*	Promoter	1	79733853	79762047	28195	2	69368	ENSMUST00000125641.1	-849	ENSMUSG00000073643	Wdfy1	WD repeat and FYVE domain containing 1	NCoR1 CpG 6hr
chr1	80565997	80566162	166	*	Intron (ENSMUST00000077946.11/210293, intron 24 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	26670	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80603174	80603339	166	*	Intron (ENSMUST00000077946.11/210293, intron 7 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-10342	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80609674	80609839	166	*	Intron (ENSMUST00000077946.11/210293, intron 4 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-16842	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80613568	80613733	166	*	Intron (ENSMUST00000077946.11/210293, intron 4 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-20736	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80614734	80614899	166	*	Intron (ENSMUST00000077946.11/210293, intron 4 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-21902	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80641343	80641508	166	*	Intron (ENSMUST00000077946.11/210293, intron 2 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	23767	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80641901	80642066	166	*	Intron (ENSMUST00000077946.11/210293, intron 2 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	23209	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80644044	80644209	166	*	Intron (ENSMUST00000077946.11/210293, intron 2 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	21066	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80646704	80646869	166	*	Exon (ENSMUST00000187698.1/210293, exon 2 of 2)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	18406	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80655252	80655417	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	9858	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80665275	80665440	166	*	Promoter	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	0	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80665837	80666002	166	*	Promoter	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	-528	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80670386	80670551	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	-5077	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80671174	80671339	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	-5865	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80700760	80700925	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80586330	80709496	123167	2	210293	ENSMUST00000186087.6	8571	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80722693	80722858	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80586330	80709496	123167	2	210293	ENSMUST00000186087.6	-13197	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80754325	80754490	166	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501073	80758448	257376	2	210293	ENSMUST00000077946.11	3958	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	80757595	80757760	166	*	Promoter	1	80501073	80758448	257376	2	210293	ENSMUST00000077946.11	688	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	NCoR1 CpG 6hr
chr1	84317814	84317979	166	*	Intron (ENSMUST00000176559.7/98496, intron 1 of 2)	1	84037231	84336173	298943	2	98496	ENSMUST00000176559.7	18194	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 CpG 6hr
chr1	84350413	84350578	166	*	Intron (ENSMUST00000175996.7/98496, intron 1 of 2)	1	84115332	84341110	225779	2	98496	ENSMUST00000176822.1	-9303	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 CpG 6hr
chr1	84407000	84407165	166	*	Intron (ENSMUST00000049126.12/227325, intron 9 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-42820	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 CpG 6hr
chr1	84426799	84426964	166	*	Intron (ENSMUST00000049126.12/227325, intron 8 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-62619	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 CpG 6hr
chr1	84470427	84470592	166	*	Intron (ENSMUST00000049126.12/227325, intron 7 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-106247	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 CpG 6hr
chr1	85894579	85894744	166	*	Promoter	1	85894619	85908359	13741	1	64294	ENSMUST00000185569.1	0	ENSMUSG00000026223	Itm2c	integral membrane protein 2C	NCoR1 CpG 6hr
chr1	88652736	88652901	166	*	Distal Intergenic	1	88698225	88702221	3997	2	320982	ENSMUST00000159814.1	49320	ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	NCoR1 CpG 6hr
chr1	88654897	88655062	166	*	Distal Intergenic	1	88698225	88702221	3997	2	320982	ENSMUST00000159814.1	47159	ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	NCoR1 CpG 6hr
chr1	89466468	89466633	166	*	Intron (ENSMUST00000027521.14/347722, intron 1 of 17)	1	89454874	89890001	435128	1	347722	ENSMUST00000190096.6	11594	ENSMUSG00000055013	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	NCoR1 CpG 6hr
chr1	89555625	89555790	166	*	Intron (ENSMUST00000027521.14/347722, intron 1 of 17)	1	89580236	89895277	315042	1	347722	ENSMUST00000074945.7	-24446	ENSMUSG00000055013	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	NCoR1 CpG 6hr
chr1	89742458	89742623	166	*	Intron (ENSMUST00000027521.14/347722, intron 10 of 17)	1	89789163	89834588	45426	1	347722	ENSMUST00000212924.1	-46540	ENSMUSG00000055013	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	NCoR1 CpG 6hr
chr1	91034686	91034851	166	*	Intron (ENSMUST00000189505.6/16978, intron 1 of 12)	1	91053444	91128944	75501	1	16978	ENSMUST00000068167.12	-18593	ENSMUSG00000026305	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	NCoR1 CpG 6hr
chr1	91046439	91046604	166	*	Intron (ENSMUST00000189505.6/16978, intron 1 of 12)	1	91053444	91128944	75501	1	16978	ENSMUST00000068167.12	-6840	ENSMUSG00000026305	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	NCoR1 CpG 6hr
chr1	91057289	91057454	166	*	Intron (ENSMUST00000189505.6/16978, intron 1 of 12)	1	91053586	91128287	74702	1	16978	ENSMUST00000189617.2	3703	ENSMUSG00000026305	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	NCoR1 CpG 6hr
chr1	92805882	92806047	166	*	Distal Intergenic	1	92831645	92860779	29135	1	14733	ENSMUST00000045970.7	-25598	ENSMUSG00000034220	Gpc1	glypican 1	NCoR1 CpG 6hr
chr1	93069729	93069894	166	*	Promoter	1	93066132	93068758	2627	2	16560	ENSMUST00000190249.1	-971	ENSMUSG00000014602	Kif1a	kinesin family member 1A	NCoR1 CpG 6hr
chr1	93071514	93071679	166	*	Intron (ENSMUST00000171796.7/16560, intron 10 of 47)	1	93066132	93068758	2627	2	16560	ENSMUST00000190249.1	-2756	ENSMUSG00000014602	Kif1a	kinesin family member 1A	NCoR1 CpG 6hr
chr1	95590234	95590399	166	*	Exon (ENSMUST00000043336.10/20452, exon 5 of 5)	1	95618551	95667535	48985	2	20452	ENSMUST00000189556.1	77136	ENSMUSG00000040710	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NCoR1 CpG 6hr
chr1	95598269	95598434	166	*	Intron (ENSMUST00000043336.10/20452, intron 4 of 4)	1	95618551	95667535	48985	2	20452	ENSMUST00000189556.1	69101	ENSMUSG00000040710	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NCoR1 CpG 6hr
chr1	95618282	95618447	166	*	Intron (ENSMUST00000043336.10/20452, intron 4 of 4)	1	95618551	95667535	48985	2	20452	ENSMUST00000189556.1	49088	ENSMUSG00000040710	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NCoR1 CpG 6hr
chr1	95624493	95624658	166	*	Exon (ENSMUST00000189556.1/20452, exon 4 of 4)	1	95618551	95667535	48985	2	20452	ENSMUST00000189556.1	42877	ENSMUSG00000040710	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NCoR1 CpG 6hr
chr1	95657131	95657296	166	*	Intron (ENSMUST00000043336.10/20452, intron 2 of 4)	1	95618551	95667535	48985	2	20452	ENSMUST00000189556.1	10239	ENSMUSG00000040710	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NCoR1 CpG 6hr
chr1	107583025	107583190	166	*	Distal Intergenic	1	107590006	107608909	18904	1	20725	ENSMUST00000000514.10	-6816	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8	NCoR1 CpG 6hr
chr1	107583903	107584068	166	*	Distal Intergenic	1	107590006	107608909	18904	1	20725	ENSMUST00000000514.10	-5938	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8	NCoR1 CpG 6hr
chr1	127203922	127204087	166	*	Promoter	1	127205015	127388212	183198	1	107895	ENSMUST00000189427.6	-928	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 CpG 6hr
chr1	127291536	127291701	166	*	Intron (ENSMUST00000189427.6/107895, intron 1 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-15061	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 CpG 6hr
chr1	127296926	127297091	166	*	Intron (ENSMUST00000189427.6/107895, intron 1 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-9671	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 CpG 6hr
chr1	127305638	127305803	166	*	Promoter	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-959	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 CpG 6hr
chr1	127321767	127321932	166	*	Intron (ENSMUST00000189427.6/107895, intron 3 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	15005	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 CpG 6hr
chr1	130993820	130993985	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-25860	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131010596	131010761	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-9084	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131015394	131015559	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-4286	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131015973	131016138	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-3707	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131021650	131021815	166	*	Intron (ENSMUST00000016673.5/16153, intron 3 of 4)	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	1805	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131022773	131022938	166	*	Intron (ENSMUST00000016673.5/16153, intron 4 of 4)	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	2928	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131025983	131026148	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	6138	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131038172	131038337	166	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	18327	ENSMUSG00000016529	Il10	interleukin 10	NCoR1 CpG 6hr
chr1	131141578	131141743	166	*	Distal Intergenic	1	131127455	131138340	10886	2	226419	ENSMUST00000016670.8	-3238	ENSMUSG00000016526	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	NCoR1 CpG 6hr
chr1	132316805	132316970	166	*	Promoter	1	132316165	132317736	1572	1	74137	ENSMUST00000128661.1	640	ENSMUSG00000009772	Nuak2	NUAK family, SNF1-like kinase, 2	NCoR1 CpG 6hr
chr1	132341837	132342002	166	*	Distal Intergenic	1	132327596	132330450	2855	1	74137	ENSMUST00000133246.1	14241	ENSMUSG00000009772	Nuak2	NUAK family, SNF1-like kinase, 2	NCoR1 CpG 6hr
chr1	133129309	133129474	166	*	Exon (ENSMUST00000195676.1/ENSMUST00000195676.1, exon 1 of 1)	1	133131143	133139783	8641	1	108954	ENSMUST00000052529.3	-1669	ENSMUSG00000046062	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	NCoR1 CpG 6hr
chr1	133841472	133841637	166	*	Distal Intergenic	1	133699457	133801041	101585	2	381290	ENSMUST00000143567.7	-40431	ENSMUSG00000026463	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	NCoR1 CpG 6hr
chr1	138930977	138931142	166	*	Distal Intergenic	1	138963435	139063718	100284	1	329260	ENSMUST00000200533.4	-32293	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	NCoR1 CpG 6hr
chr1	138939766	138939931	166	*	Distal Intergenic	1	138963435	139063718	100284	1	329260	ENSMUST00000200533.4	-23504	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	NCoR1 CpG 6hr
chr1	138967570	138967735	166	*	Promoter	1	138967720	139176043	208324	1	329260	ENSMUST00000094505.5	0	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	NCoR1 CpG 6hr
chr1	139037228	139037393	166	*	Intron (ENSMUST00000200533.4/329260, intron 3 of 9)	1	139085924	139136315	50392	1	329260	ENSMUST00000198418.1	-48531	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	NCoR1 CpG 6hr
chr1	139065342	139065507	166	*	Intron (ENSMUST00000168527.7/329260, intron 9 of 21)	1	139085924	139136315	50392	1	329260	ENSMUST00000198418.1	-20417	ENSMUSG00000056268	Dennd1b	DENN/MADD domain containing 1B	NCoR1 CpG 6hr
chr1	140183197	140183362	166	*	Promoter	1	140084708	140183280	98573	2	12628	ENSMUST00000192880.5	0	ENSMUSG00000026365	Cfh	complement component factor h	NCoR1 CpG 6hr
chr1	143916646	143916811	166	*	Distal Intergenic	1	144001883	144004032	2150	2	19735	ENSMUST00000153527.2	87221	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2	NCoR1 CpG 6hr
chr1	143985032	143985197	166	*	Distal Intergenic	1	144001883	144004032	2150	2	19735	ENSMUST00000153527.2	18835	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2	NCoR1 CpG 6hr
chr1	143999403	143999568	166	*	Exon (ENSMUST00000127206.7/19735, exon 5 of 5)	1	144001883	144004032	2150	2	19735	ENSMUST00000153527.2	4464	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2	NCoR1 CpG 6hr
chr1	144249086	144249251	166	*	Promoter	1	144242296	144249242	6947	2	50778	ENSMUST00000189061.6	0	ENSMUSG00000026358	Rgs1	regulator of G-protein signaling 1	NCoR1 CpG 6hr
