seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	64301575	64301742	168	*	Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)	1	64079103	64122282	43180	2	93691	ENSMUST00000135075.1	-179293	ENSMUSG00000025959	Klf7	Kruppel-like factor 7 (ubiquitous)	NCoR1 Uns
chr1	64303045	64303212	168	*	Distal Intergenic	1	64079103	64122282	43180	2	93691	ENSMUST00000135075.1	-180763	ENSMUSG00000025959	Klf7	Kruppel-like factor 7 (ubiquitous)	NCoR1 Uns
chr1	64717617	64717784	168	*	Intron (ENSMUST00000114077.7/227210, intron 8 of 10)	1	64734469	64737749	3281	2	14367	ENSMUST00000116133.3	19965	ENSMUSG00000045005	Fzd5	frizzled class receptor 5	NCoR1 Uns
chr1	84406963	84407130	168	*	Intron (ENSMUST00000049126.12/227325, intron 9 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-42783	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 Uns
chr1	84437668	84437835	168	*	Intron (ENSMUST00000049126.12/227325, intron 8 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-73488	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1	NCoR1 Uns
chr1	88642842	88643009	168	*	Distal Intergenic	1	88698225	88702221	3997	2	320982	ENSMUST00000159814.1	59212	ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	NCoR1 Uns
chr1	88652794	88652961	168	*	Distal Intergenic	1	88698225	88702221	3997	2	320982	ENSMUST00000159814.1	49260	ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	NCoR1 Uns
chr1	89742471	89742638	168	*	Intron (ENSMUST00000027521.14/347722, intron 10 of 17)	1	89789163	89834588	45426	1	347722	ENSMUST00000212924.1	-46525	ENSMUSG00000055013	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	NCoR1 Uns
chr1	106654347	106654514	168	*	Intron (ENSMUST00000112751.1/12043, intron 1 of 1)	1	106710339	106713179	2841	2	12043	ENSMUST00000189999.1	58665	ENSMUSG00000057329	Bcl2	B cell leukemia/lymphoma 2	NCoR1 Uns
chr1	106714328	106714495	168	*	Promoter	1	106538178	106714274	176097	2	12043	ENSMUST00000112751.1	-54	ENSMUSG00000057329	Bcl2	B cell leukemia/lymphoma 2	NCoR1 Uns
chr1	107582944	107583111	168	*	Distal Intergenic	1	107590006	107608909	18904	1	20725	ENSMUST00000000514.10	-6895	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8	NCoR1 Uns
chr1	107583951	107584118	168	*	Distal Intergenic	1	107590006	107608909	18904	1	20725	ENSMUST00000000514.10	-5888	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8	NCoR1 Uns
chr1	125519461	125519628	168	*	Distal Intergenic	1	125560595	125568573	7979	1	74150	ENSMUST00000190037.6	-40967	ENSMUSG00000026342	Slc35f5	solute carrier family 35, member F5	NCoR1 Uns
chr1	127291546	127291713	168	*	Intron (ENSMUST00000189427.6/107895, intron 1 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-15049	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	127296939	127297106	168	*	Intron (ENSMUST00000189427.6/107895, intron 1 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-9656	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	127305648	127305815	168	*	Promoter	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-947	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	127321770	127321937	168	*	Intron (ENSMUST00000189427.6/107895, intron 3 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	15008	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	127322327	127322494	168	*	Intron (ENSMUST00000189427.6/107895, intron 3 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	15565	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	127343484	127343651	168	*	Intron (ENSMUST00000189427.6/107895, intron 3 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	36722	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	NCoR1 Uns
chr1	128549689	128549856	168	*	Distal Intergenic	1	128588199	128592290	4092	2	12767	ENSMUST00000052172.6	42434	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	128608245	128608412	168	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-15952	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	128614426	128614593	168	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-22133	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	128617717	128617884	168	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-25424	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	128824350	128824517	168	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-232057	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	128825020	128825187	168	*	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-232727	ENSMUSG00000045382	Cxcr4	chemokine (C-X-C motif) receptor 4	NCoR1 Uns
chr1	131136098	131136265	168	*	Exon (ENSMUST00000016670.8/226419, exon 2 of 3)	1	131129875	131138245	8371	2	226419	ENSMUST00000189756.1	1980	ENSMUSG00000016526	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	NCoR1 Uns
chr1	131141607	131141774	168	*	Distal Intergenic	1	131127455	131138340	10886	2	226419	ENSMUST00000016670.8	-3267	ENSMUSG00000016526	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	NCoR1 Uns
chr1	136140374	136140541	168	*	Intron (ENSMUST00000075164.10/16565, intron 1 of 34)	1	136131454	136149993	18540	1	16565	ENSMUST00000122892.1	8920	ENSMUSG00000041642	Kif21b	kinesin family member 21B	NCoR1 Uns
chr1	156803306	156803473	168	*	Distal Intergenic	1	156808830	156813568	4739	2	78255	ENSMUST00000189208.1	10095	ENSMUSG00000026594	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2	NCoR1 Uns
chr1	171006462	171006629	168	*	Distal Intergenic	1	171018920	171029761	10842	1	246256	ENSMUST00000078825.4	-12291	ENSMUSG00000059089	Fcgr4	Fc receptor, IgG, low affinity IV	NCoR1 Uns
chr1	171059323	171059490	168	*	Promoter	1	171051175	171059403	8229	2	14131	ENSMUST00000164044.7	0	ENSMUSG00000059498	Fcgr3	Fc receptor, IgG, low affinity III	NCoR1 Uns
chr1	172455988	172456155	168	*	Distal Intergenic	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-19203	ENSMUSG00000026548	Slamf9	SLAM family member 9	NCoR1 Uns
chr1	172459214	172459381	168	*	Intron (ENSMUST00000192784.1/ENSMUST00000192784.1, intron 1 of 3)	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-15977	ENSMUSG00000026548	Slamf9	SLAM family member 9	NCoR1 Uns
chr1	172473011	172473178	168	*	Intron (ENSMUST00000192784.1/ENSMUST00000192784.1, intron 3 of 3)	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	-2180	ENSMUSG00000026548	Slamf9	SLAM family member 9	NCoR1 Uns
chr1	172475207	172475374	168	*	Promoter	1	172475358	172478575	3218	1	98365	ENSMUST00000027830.4	0	ENSMUSG00000026548	Slamf9	SLAM family member 9	NCoR1 Uns
chr1	180330244	180330411	168	*	Promoter	1	180330485	180424802	94318	1	320404	ENSMUST00000070181.6	-74	ENSMUSG00000038855	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	NCoR1 Uns
chr1	180392180	180392347	168	*	Intron (ENSMUST00000070181.6/320404, intron 2 of 7)	1	180330485	180424802	94318	1	320404	ENSMUST00000070181.6	61695	ENSMUSG00000038855	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	NCoR1 Uns
chr1	181888855	181889022	168	*	Distal Intergenic	1	181905478	181906838	1361	2	13800	ENSMUST00000191649.1	17816	ENSMUSG00000022995	Enah	ENAH actin regulator	NCoR1 Uns
chr1	181928551	181928718	168	*	Intron (ENSMUST00000193703.5/13800, intron 4 of 13)	1	181919451	181923764	4314	2	13800	ENSMUST00000192967.1	-4787	ENSMUSG00000022995	Enah	ENAH actin regulator	NCoR1 Uns
chr1	181950863	181951030	168	*	Exon (ENSMUST00000194331.1/ENSMUST00000194331.1, exon 1 of 1)	1	181923199	181956512	33314	2	13800	ENSMUST00000195840.1	5482	ENSMUSG00000022995	Enah	ENAH actin regulator	NCoR1 Uns
chr1	182045294	182045461	168	*	Distal Intergenic	1	181904400	182019990	115591	2	13800	ENSMUST00000111024.9	-25304	ENSMUSG00000022995	Enah	ENAH actin regulator	NCoR1 Uns
chr1	191906758	191906925	168	*	Promoter	1	191906767	191913247	6481	1	22782	ENSMUST00000044954.6	0	ENSMUSG00000037434	Slc30a1	solute carrier family 30 (zinc transporter), member 1	NCoR1 Uns
chr10	5074250	5074417	168	*	Intron (ENSMUST00000215295.1/64009, intron 128 of 145)	10	5021579	5069063	47485	2	64009	ENSMUST00000095899.4	-5187	ENSMUSG00000096054	Syne1	spectrin repeat containing, nuclear envelope 1	NCoR1 Uns
chr10	5080278	5080445	168	*	Intron (ENSMUST00000215295.1/64009, intron 127 of 145)	10	5021579	5069063	47485	2	64009	ENSMUST00000095899.4	-11215	ENSMUSG00000096054	Syne1	spectrin repeat containing, nuclear envelope 1	NCoR1 Uns
chr10	5191712	5191879	168	*	Intron (ENSMUST00000215295.1/64009, intron 92 of 145)	10	5117100	5194707	77608	2	64009	ENSMUST00000215467.1	2828	ENSMUSG00000096054	Syne1	spectrin repeat containing, nuclear envelope 1	NCoR1 Uns
chr10	5194817	5194984	168	*	Promoter	10	5117100	5194707	77608	2	64009	ENSMUST00000215467.1	-110	ENSMUSG00000096054	Syne1	spectrin repeat containing, nuclear envelope 1	NCoR1 Uns
chr10	6982972	6983139	168	*	Intron (ENSMUST00000105615.8/18390, intron 4 of 5)	10	6919915	6980534	60620	2	320495	ENSMUST00000149708.1	-2438	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	NCoR1 Uns
chr10	7041113	7041280	168	*	Intron (ENSMUST00000086896.9/320495, intron 1 of 8)	10	6911543	7052478	140936	2	320495	ENSMUST00000086896.9	11198	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	NCoR1 Uns
chr10	7063104	7063271	168	*	Distal Intergenic	10	6911543	7052478	140936	2	320495	ENSMUST00000086896.9	-10626	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	NCoR1 Uns
chr10	7064263	7064430	168	*	Distal Intergenic	10	6911543	7052478	140936	2	320495	ENSMUST00000086896.9	-11785	ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1	NCoR1 Uns
chr10	10352299	10352466	168	*	Intron (ENSMUST00000179956.7/215772, intron 31 of 36)	10	10335709	10411744	76036	2	215772	ENSMUST00000148816.7	59278	ENSMUSG00000050994	Adgb	androglobin	NCoR1 Uns
chr10	10429743	10429910	168	*	Promoter	10	10399902	10429839	29938	2	215772	ENSMUST00000045328.13	0	ENSMUSG00000050994	Adgb	androglobin	NCoR1 Uns
chr10	10461685	10461852	168	*	Intron (ENSMUST00000179956.7/215772, intron 1 of 36)	10	10335703	10472314	136612	2	215772	ENSMUST00000179956.7	10462	ENSMUSG00000050994	Adgb	androglobin	NCoR1 Uns
chr10	10474366	10474533	168	*	Distal Intergenic	10	10400560	10472326	71767	2	215772	ENSMUST00000132573.1	-2040	ENSMUSG00000050994	Adgb	androglobin	NCoR1 Uns
chr10	10476612	10476779	168	*	Distal Intergenic	10	10400560	10472326	71767	2	215772	ENSMUST00000132573.1	-4286	ENSMUSG00000050994	Adgb	androglobin	NCoR1 Uns
chr10	13103906	13104073	168	*	Intron (ENSMUST00000193426.5/22634, intron 3 of 7)	10	13113465	13127341	13877	1	22634	ENSMUST00000130313.1	-9392	ENSMUSG00000019817	Plagl1	pleiomorphic adenoma gene-like 1	NCoR1 Uns
chr10	14325075	14325242	168	*	Distal Intergenic	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	219753	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	NCoR1 Uns
chr10	14475000	14475167	168	*	Intron (ENSMUST00000041168.5/215798, intron 2 of 24)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	69828	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	NCoR1 Uns
chr10	14475850	14476017	168	*	Intron (ENSMUST00000041168.5/215798, intron 2 of 24)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	68978	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	NCoR1 Uns
chr10	14478312	14478479	168	*	Intron (ENSMUST00000041168.5/215798, intron 2 of 24)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	66516	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	NCoR1 Uns
chr10	14517462	14517629	168	*	Intron (ENSMUST00000041168.5/215798, intron 2 of 24)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	27366	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6	NCoR1 Uns
chr10	17775213	17775380	168	*	Distal Intergenic	10	17796226	17807908	11683	1	378431	ENSMUST00000175676.1	-20846	ENSMUSG00000039891	Txlnb	taxilin beta	NCoR1 Uns
chr10	17788650	17788817	168	*	Distal Intergenic	10	17796226	17807908	11683	1	378431	ENSMUST00000175676.1	-7409	ENSMUSG00000039891	Txlnb	taxilin beta	NCoR1 Uns
chr10	21827136	21827303	168	*	Distal Intergenic	10	21882184	21999893	117710	1	20393	ENSMUST00000120509.7	-54881	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21845452	21845619	168	*	Distal Intergenic	10	21882184	21999893	117710	1	20393	ENSMUST00000120509.7	-36565	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21889488	21889655	168	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21882369	21899145	16777	1	20393	ENSMUST00000143094.1	7119	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21907064	21907231	168	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-21239	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21908262	21908429	168	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-20041	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21908807	21908974	168	*	Intron (ENSMUST00000120509.7/20393, intron 1 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	-19496	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	21946764	21946931	168	*	Intron (ENSMUST00000120509.7/20393, intron 2 of 13)	10	21928470	21990402	61933	1	20393	ENSMUST00000124203.1	18294	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1	NCoR1 Uns
chr10	22302794	22302961	168	*	Exon (ENSMUST00000181532.1/ENSMUST00000181532.1, exon 1 of 2)	10	22306702	22312944	6243	1	606736	ENSMUST00000181223.7	-3741	NA	C920009B18Rik	RIKEN cDNA C920009B18 gene	NCoR1 Uns
chr10	22310335	22310502	168	*	Exon (ENSMUST00000181223.7/606736, exon 3 of 3)	10	22307208	22314196	6989	1	606736	ENSMUST00000181733.1	3127	NA	C920009B18Rik	RIKEN cDNA C920009B18 gene	NCoR1 Uns
chr10	40163453	40163620	168	*	Distal Intergenic	10	40132902	40142258	9357	2	72472	ENSMUST00000217252.1	-21195	ENSMUSG00000019838	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	NCoR1 Uns
chr10	51435826	51435993	168	*	Distal Intergenic	10	51480612	51496481	15870	1	14728	ENSMUST00000218123.1	-44619	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	51454056	51454223	168	*	Distal Intergenic	10	51480612	51496481	15870	1	14728	ENSMUST00000218123.1	-26389	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	51454487	51454654	168	*	Distal Intergenic	10	51480612	51496481	15870	1	14728	ENSMUST00000218123.1	-25958	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	51455865	51456032	168	*	Exon (ENSMUST00000219395.1/ENSMUST00000219395.1, exon 1 of 5)	10	51480612	51496481	15870	1	14728	ENSMUST00000218123.1	-24580	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	51517949	51518116	168	*	Intron (ENSMUST00000218413.1/ENSMUST00000218413.1, intron 2 of 3)	10	51495216	51496601	1386	1	14728	ENSMUST00000218753.1	22733	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	51521606	51521773	168	*	Intron (ENSMUST00000218413.1/ENSMUST00000218413.1, intron 1 of 3)	10	51495216	51496601	1386	1	14728	ENSMUST00000218753.1	26390	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	NCoR1 Uns
chr10	53913965	53914132	168	*	Intron (ENSMUST00000003843.15/17155, intron 11 of 12)	10	53918719	53977115	58397	2	17155	ENSMUST00000219234.1	62983	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	NCoR1 Uns
chr10	54117800	54117967	168	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-41191	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	NCoR1 Uns
chr10	54119305	54119472	168	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-42696	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	NCoR1 Uns
chr10	54172906	54173073	168	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-96297	ENSMUSG00000003746	Man1a	mannosidase 1, alpha	NCoR1 Uns
chr10	57628649	57628816	168	*	Distal Intergenic	10	57631981	57738928	106948	1	18768	ENSMUST00000095668.9	-3165	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	57636699	57636866	168	*	Intron (ENSMUST00000095668.9/18768, intron 1 of 5)	10	57640960	57716906	75947	1	18768	ENSMUST00000176741.7	-4094	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	57637188	57637355	168	*	Intron (ENSMUST00000095668.9/18768, intron 1 of 5)	10	57640960	57716906	75947	1	18768	ENSMUST00000176741.7	-3605	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	57690234	57690401	168	*	Intron (ENSMUST00000095668.9/18768, intron 2 of 5)	10	57727981	57736441	8461	1	18768	ENSMUST00000176354.1	-37580	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	57721126	57721293	168	*	Intron (ENSMUST00000095668.9/18768, intron 4 of 5)	10	57727981	57736441	8461	1	18768	ENSMUST00000176354.1	-6688	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	57745531	57745698	168	*	Distal Intergenic	10	57727981	57736441	8461	1	18768	ENSMUST00000176354.1	17550	ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	NCoR1 Uns
chr10	59656979	59657146	168	*	Distal Intergenic	10	59446984	59616692	169709	2	215999	ENSMUST00000020312.12	-40287	ENSMUSG00000009647	Mcu	mitochondrial calcium uniporter	NCoR1 Uns
chr10	67069083	67069250	168	*	Intron (ENSMUST00000020023.8/28193, intron 1 of 7)	10	67096125	67191748	95624	1	108829	ENSMUST00000174062.7	-26875	ENSMUSG00000037876	Jmjd1c	jumonji domain containing 1C	NCoR1 Uns
chr10	67095041	67095208	168	*	Promoter	10	67096125	67191748	95624	1	108829	ENSMUST00000174062.7	-917	ENSMUSG00000037876	Jmjd1c	jumonji domain containing 1C	NCoR1 Uns
